code,event,kickoff_time,team_a,team_h
22300396,56,2023-12-24T01:00:00Z,3,5
22300397,56,2023-12-24T01:00:00Z,11,24
22300398,56,2023-12-24T01:30:00Z,23,6
22300399,56,2023-12-24T01:30:00Z,21,8
22300400,56,2023-12-24T03:00:00Z,14,22
22300401,57,2023-12-25T17:00:00Z,13,16
22300402,57,2023-12-25T19:30:00Z,8,7
22300403,57,2023-12-25T22:00:00Z,2,11
22300404,57,2023-12-26T01:00:00Z,19,12
22300405,57,2023-12-26T03:30:00Z,6,20
22300406,58,2023-12-27T00:00:00Z,15,29
22300407,58,2023-12-27T00:00:00Z,17,28
22300408,58,2023-12-27T01:00:00Z,1,5
22300409,58,2023-12-27T01:00:00Z,18,9
22300410,58,2023-12-27T01:00:00Z,27,4
22300411,58,2023-12-27T01:00:00Z,14,24
22300412,58,2023-12-27T01:00:00Z,26,23
22300413,58,2023-12-27T03:00:00Z,22,21
22300414,58,2023-12-27T03:30:00Z,30,10
22300415,59,2023-12-28T00:00:00Z,19,17
22300416,59,2023-12-28T00:00:00Z,25,28
22300417,59,2023-12-28T00:30:00Z,13,15
22300418,59,2023-12-28T01:00:00Z,20,9
22300419,59,2023-12-28T01:00:00Z,16,24
22300420,59,2023-12-28T01:30:00Z,3,6
22300421,60,2023-12-29T00:30:00Z,29,2
22300422,60,2023-12-29T01:00:00Z,18,5
22300423,60,2023-12-29T01:00:00Z,6,14
22300424,60,2023-12-29T01:00:00Z,26,4
22300425,60,2023-12-29T02:00:00Z,27,7
22300426,60,2023-12-29T03:00:00Z,12,8
22300427,60,2023-12-29T03:00:00Z,23,21
22300428,60,2023-12-29T03:30:00Z,30,11
22300429,61,2023-12-30T00:00:00Z,16,17
22300430,61,2023-12-30T00:00:00Z,15,28
22300431,61,2023-12-30T00:30:00Z,22,1
22300432,61,2023-12-30T00:30:00Z,25,2
22300433,61,2023-12-30T00:30:00Z,13,3
22300434,61,2023-12-30T01:00:00Z,19,9
22300435,61,2023-12-30T02:00:00Z,24,7
22300436,61,2023-12-30T02:00:00Z,30,20
22300437,61,2023-12-30T03:00:00Z,23,21
22300438,61,2023-12-30T03:30:00Z,27,10
22300439,62,2023-12-30T22:00:00Z,12,26
22300440,62,2023-12-30T23:00:00Z,25,29
22300441,62,2023-12-31T00:00:00Z,16,18
22300442,62,2023-12-31T01:00:00Z,19,5
22300443,62,2023-12-31T01:00:00Z,11,14
22300444,62,2023-12-31T01:30:00Z,6,8
22300445,63,2023-12-31T20:00:00Z,1,28
22300446,63,2024-01-01T00:00:00Z,11,4
22300447,63,2024-01-01T00:00:00Z,15,24
22300448,63,2024-01-01T00:00:00Z,2,23
22300449,63,2024-01-01T01:00:00Z,22,27
22300450,63,2024-01-01T01:00:00Z,17,20
22300451,64,2024-01-01T20:00:00Z,14,16
22300452,64,2024-01-02T00:30:00Z,3,25
22300453,64,2024-01-02T01:00:00Z,29,9
22300454,64,2024-01-02T01:00:00Z,18,13
22300455,64,2024-01-02T02:00:00Z,30,7
22300456,64,2024-01-02T02:00:00Z,21,20
22300457,64,2024-01-02T02:00:00Z,6,26
22300458,64,2024-01-02T03:30:00Z,12,10
22300459,65,2024-01-03T00:00:00Z,5,19
22300460,65,2024-01-03T01:00:00Z,23,27
22300461,65,2024-01-03T01:00:00Z,15,4
22300462,65,2024-01-03T01:00:00Z,2,24
22300463,65,2024-01-03T03:00:00Z,17,8
22300464,65,2024-01-03T03:00:00Z,30,22
22300465,66,2024-01-04T00:00:00Z,28,3
22300466,66,2024-01-04T00:00:00Z,13,18
22300467,66,2024-01-04T00:30:00Z,24,1
22300469,66,2024-01-04T01:00:00Z,15,9
22300470,66,2024-01-04T01:00:00Z,25,27
22300471,66,2024-01-04T01:00:00Z,4,14
22300472,66,2024-01-04T01:30:00Z,21,6
22300468,66,2024-01-04T01:30:00Z,5,16
22300473,66,2024-01-04T02:00:00Z,10,20
22300474,66,2024-01-04T02:00:00Z,29,26
22300475,66,2024-01-04T03:00:00Z,12,11
22300476,66,2024-01-04T03:00:00Z,17,22
22300477,67,2024-01-05T00:30:00Z,13,23
22300478,67,2024-01-05T03:00:00Z,7,8
22300479,68,2024-01-06T00:00:00Z,26,2
22300480,68,2024-01-06T00:00:00Z,1,18
22300481,68,2024-01-06T00:30:00Z,24,15
22300482,68,2024-01-06T00:30:00Z,28,3
22300483,68,2024-01-06T00:30:00Z,16,19
22300484,68,2024-01-06T01:00:00Z,30,5
22300485,68,2024-01-06T01:00:00Z,14,9
22300486,68,2024-01-06T01:00:00Z,10,4
22300487,68,2024-01-06T01:30:00Z,21,6
22300488,68,2024-01-06T02:00:00Z,17,7
22300489,68,2024-01-06T02:00:00Z,12,20
22300490,68,2024-01-06T03:00:00Z,29,8
22300491,68,2024-01-06T03:00:00Z,27,11
22300492,68,2024-01-06T03:00:00Z,25,22
22300493,69,2024-01-07T00:00:00Z,2,18
22300494,69,2024-01-07T00:00:00Z,16,28
22300495,69,2024-01-07T00:30:00Z,26,19
22300496,69,2024-01-07T01:00:00Z,13,9
22300497,70,2024-01-07T18:00:00Z,23,3
22300498,70,2024-01-07T20:00:00Z,21,15
22300499,70,2024-01-07T23:00:00Z,1,17
22300500,70,2024-01-07T23:00:00Z,4,22
22300501,70,2024-01-08T00:30:00Z,14,6
22300502,70,2024-01-08T01:00:00Z,29,7
22300503,70,2024-01-08T01:00:00Z,27,20
22300504,70,2024-01-08T01:30:00Z,25,8
22300505,70,2024-01-08T02:30:00Z,10,11
22300506,71,2024-01-09T00:00:00Z,5,30
22300507,71,2024-01-09T00:00:00Z,2,18
22300508,71,2024-01-09T00:00:00Z,24,28
22300509,71,2024-01-09T00:30:00Z,9,12
22300510,71,2024-01-09T01:00:00Z,26,13
22300511,71,2024-01-09T03:30:00Z,20,10
22300512,72,2024-01-10T00:00:00Z,22,29
22300513,72,2024-01-10T00:00:00Z,14,17
22300514,72,2024-01-10T00:30:00Z,21,16
22300515,72,2024-01-10T01:30:00Z,27,6
22300516,72,2024-01-10T03:30:00Z,25,11
22300517,73,2024-01-11T00:00:00Z,14,2
22300518,73,2024-01-11T00:00:00Z,22,30
22300519,73,2024-01-11T00:00:00Z,23,29
22300520,73,2024-01-11T00:00:00Z,28,18
22300521,73,2024-01-11T00:30:00Z,19,1
22300522,73,2024-01-11T00:30:00Z,24,12
22300523,73,2024-01-11T01:00:00Z,9,5
22300525,73,2024-01-11T01:30:00Z,4,8
22300524,73,2024-01-11T03:00:00Z,7,26
22300526,73,2024-01-11T03:30:00Z,25,10
22300527,74,2024-01-11T19:00:00Z,15,3
22300528,74,2024-01-12T00:30:00Z,2,13
22300529,74,2024-01-12T01:00:00Z,21,24
22300530,74,2024-01-12T01:30:00Z,16,6
22300531,74,2024-01-12T03:00:00Z,20,11
22300532,75,2024-01-13T00:00:00Z,22,19
22300533,75,2024-01-13T00:30:00Z,18,1
22300534,75,2024-01-13T00:30:00Z,9,29
22300536,75,2024-01-13T01:00:00Z,8,5
22300537,75,2024-01-13T01:00:00Z,10,27
22300535,75,2024-01-13T01:00:00Z,17,12
22300538,75,2024-01-13T01:00:00Z,21,14
22300539,75,2024-01-13T02:00:00Z,4,7
22300540,75,2024-01-13T02:30:00Z,25,26
22300541,75,2024-01-13T03:00:00Z,30,23
22300542,76,2024-01-14T00:00:00Z,9,2
22300543,76,2024-01-14T00:30:00Z,28,1
22300544,76,2024-01-14T01:00:00Z,16,27
22300545,76,2024-01-14T01:00:00Z,8,13
22300546,76,2024-01-14T01:00:00Z,17,24
22300547,76,2024-01-14T01:30:00Z,4,6
22300548,76,2024-01-14T01:30:00Z,5,23
22300549,76,2024-01-14T02:30:00Z,11,26
22300550,77,2024-01-14T20:30:00Z,18,7
22300551,77,2024-01-14T23:00:00Z,30,12
22300552,77,2024-01-15T00:00:00Z,22,13
22300553,77,2024-01-15T00:00:00Z,10,14
22300554,77,2024-01-15T02:00:00Z,20,21
22300555,78,2024-01-15T18:00:00Z,9,19
22300556,78,2024-01-15T19:30:00Z,4,6
22300557,78,2024-01-15T20:00:00Z,17,16
22300558,78,2024-01-15T20:00:00Z,29,28
22300559,78,2024-01-15T20:30:00Z,23,1
22300560,78,2024-01-15T23:00:00Z,8,27
22300561,78,2024-01-16T00:00:00Z,5,3
22300562,78,2024-01-16T00:30:00Z,12,15
22300563,78,2024-01-16T00:30:00Z,2,25
22300564,78,2024-01-16T02:00:00Z,18,26
22300565,78,2024-01-16T03:30:00Z,24,11
22300566,79,2024-01-17T00:30:00Z,7,19
22300567,79,2024-01-17T02:00:00Z,22,20
22300568,79,2024-01-17T03:00:00Z,24,10
22300569,80,2024-01-18T00:00:00Z,14,29
22300570,80,2024-01-18T00:30:00Z,17,1
22300571,80,2024-01-18T00:30:00Z,23,2
22300572,80,2024-01-18T00:30:00Z,13,3
22300573,80,2024-01-18T00:30:00Z,9,16
22300574,80,2024-01-18T00:30:00Z,12,25
22300575,80,2024-01-18T01:00:00Z,30,4
22300577,80,2024-01-18T01:30:00Z,6,11
22300576,80,2024-01-18T02:00:00Z,8,26
22300578,80,2024-01-18T03:00:00Z,15,21
22300579,81,2024-01-19T00:30:00Z,28,16
22300580,81,2024-01-19T00:30:00Z,5,25
22300581,81,2024-01-19T02:00:00Z,24,26
22300582,81,2024-01-19T03:00:00Z,27,14
22300583,81,2024-01-19T03:00:00Z,18,22
22300584,82,2024-01-20T00:00:00Z,23,30
22300585,82,2024-01-20T00:00:00Z,19,17
22300586,82,2024-01-20T00:30:00Z,7,2
22300587,82,2024-01-20T01:00:00Z,1,12
22300588,82,2024-01-20T01:00:00Z,20,4
22300589,82,2024-01-20T03:00:00Z,6,8
22300590,82,2024-01-20T03:00:00Z,18,21
22300591,82,2024-01-20T03:30:00Z,15,11
22300592,83,2024-01-20T20:00:00Z,13,29
22300593,83,2024-01-21T00:00:00Z,19,30
22300594,83,2024-01-21T00:00:00Z,23,28
22300595,83,2024-01-21T00:30:00Z,3,1
22300596,83,2024-01-21T00:30:00Z,25,16
22300597,83,2024-01-21T01:00:00Z,27,5
22300598,83,2024-01-21T01:00:00Z,26,9
22300599,83,2024-01-21T01:00:00Z,24,14
22300600,84,2024-01-21T20:30:00Z,15,10
22300601,84,2024-01-21T23:00:00Z,12,17
22300602,84,2024-01-21T23:00:00Z,7,28
22300603,84,2024-01-22T00:00:00Z,2,9
22300604,84,2024-01-22T01:00:00Z,18,20
22300605,84,2024-01-22T03:00:00Z,21,11
22300606,85,2024-01-23T00:00:00Z,13,29
22300607,85,2024-01-23T00:00:00Z,3,17
22300608,85,2024-01-23T00:00:00Z,23,19
22300609,85,2024-01-23T00:30:00Z,27,25
22300610,85,2024-01-23T01:00:00Z,30,14
22300611,85,2024-01-23T01:30:00Z,2,6
22300612,85,2024-01-23T02:00:00Z,5,20
22300613,85,2024-01-23T03:00:00Z,1,22
22300614,86,2024-01-24T00:00:00Z,7,18
22300615,86,2024-01-24T00:30:00Z,16,15
22300616,86,2024-01-24T01:00:00Z,26,4
22300617,86,2024-01-24T01:00:00Z,21,24
22300618,86,2024-01-24T03:00:00Z,11,10
22300619,87,2024-01-25T00:00:00Z,30,29
22300620,87,2024-01-25T00:00:00Z,14,28
22300621,87,2024-01-25T00:30:00Z,27,12
22300623,87,2024-01-25T01:00:00Z,21,9
22300624,87,2024-01-25T01:00:00Z,3,13
22300622,87,2024-01-25T01:30:00Z,24,23
22300625,87,2024-01-25T02:30:00Z,20,6
22300626,87,2024-01-25T03:00:00Z,1,8
22300627,88,2024-01-26T00:00:00Z,19,18
22300628,88,2024-01-26T00:00:00Z,26,28
22300629,88,2024-01-26T00:30:00Z,14,15
22300630,88,2024-01-26T00:30:00Z,2,12
22300631,88,2024-01-26T00:30:00Z,7,16
22300632,88,2024-01-26T03:00:00Z,22,8
22300633,88,2024-01-26T03:30:00Z,5,11
22300634,89,2024-01-27T00:00:00Z,6,1
22300635,89,2024-01-27T00:00:00Z,9,30
22300636,89,2024-01-27T00:00:00Z,20,18
22300637,89,2024-01-27T00:30:00Z,10,25
22300638,89,2024-01-27T01:00:00Z,17,27
22300639,89,2024-01-27T01:00:00Z,3,13
22300640,89,2024-01-27T01:00:00Z,24,4
22300641,89,2024-01-27T02:30:00Z,21,23
22300642,90,2024-01-27T17:00:00Z,28,29
22300643,90,2024-01-27T20:00:00Z,12,16
22300644,90,2024-01-27T22:30:00Z,19,7
22300645,90,2024-01-27T23:00:00Z,9,15
22300646,90,2024-01-28T00:00:00Z,10,2
22300647,90,2024-01-28T00:00:00Z,26,30
22300648,90,2024-01-28T01:00:00Z,4,13
22300650,90,2024-01-28T01:30:00Z,11,8
22300649,90,2024-01-28T01:30:00Z,14,23
22300651,90,2024-01-28T02:00:00Z,22,6
22300652,91,2024-01-28T20:30:00Z,27,18
22300653,91,2024-01-28T23:00:00Z,25,1
22300654,91,2024-01-28T23:00:00Z,24,29
22300655,91,2024-01-28T23:00:00Z,20,17
22300656,91,2024-01-29T02:00:00Z,5,21
22300657,92,2024-01-30T00:00:00Z,16,30
22300658,92,2024-01-30T00:00:00Z,10,3
22300659,92,2024-01-30T00:30:00Z,4,2
22300660,92,2024-01-30T00:30:00Z,26,15
22300661,92,2024-01-30T00:30:00Z,20,12
22300662,92,2024-01-30T01:00:00Z,11,9
22300663,92,2024-01-30T01:00:00Z,22,27
22300664,92,2024-01-30T01:00:00Z,14,24
22300665,92,2024-01-30T01:00:00Z,28,23
22300666,92,2024-01-30T01:30:00Z,17,6
22300667,92,2024-01-30T02:00:00Z,13,7
22300668,92,2024-01-30T03:00:00Z,19,21
22300669,93,2024-01-31T00:30:00Z,11,1
22300670,93,2024-01-31T00:30:00Z,18,2
22300671,93,2024-01-31T00:30:00Z,26,16
22300672,93,2024-01-31T01:00:00Z,25,5
22300673,93,2024-01-31T03:00:00Z,19,8
22300674,94,2024-02-01T00:00:00Z,5,30
22300675,94,2024-02-01T00:00:00Z,29,3
22300676,94,2024-02-01T00:00:00Z,10,28
22300678,94,2024-02-01T00:30:00Z,22,12
22300679,94,2024-02-01T01:00:00Z,4,9
22300680,94,2024-02-01T01:00:00Z,6,14
22300682,94,2024-02-01T01:00:00Z,7,24
22300681,94,2024-02-01T01:00:00Z,17,23
22300677,94,2024-02-01T01:30:00Z,20,15
22300683,94,2024-02-01T03:00:00Z,13,21
22300684,95,2024-02-02T00:30:00Z,11,2
22300685,95,2024-02-02T00:30:00Z,18,16
22300686,95,2024-02-02T02:00:00Z,19,26
22300687,95,2024-02-02T03:00:00Z,3,27
22300688,96,2024-02-03T00:00:00Z,10,29
22300689,96,2024-02-03T00:00:00Z,12,28
22300690,96,2024-02-03T00:30:00Z,20,1
22300691,96,2024-02-03T00:30:00Z,22,18
22300692,96,2024-02-03T01:00:00Z,25,9
22300693,96,2024-02-03T01:00:00Z,8,27
22300694,96,2024-02-03T01:00:00Z,17,14
22300695,96,2024-02-03T01:00:00Z,30,24
22300696,96,2024-02-03T01:00:00Z,4,23
22300697,96,2024-02-03T02:00:00Z,21,7
22300698,97,2024-02-03T23:00:00Z,15,19
22300699,97,2024-02-04T00:30:00Z,8,1
22300700,97,2024-02-04T01:00:00Z,22,5
22300702,97,2024-02-04T01:30:00Z,13,6
22300701,97,2024-02-04T01:30:00Z,11,16
22300703,97,2024-02-04T01:30:00Z,3,23
22300704,98,2024-02-04T20:00:00Z,17,29
22300705,98,2024-02-04T20:30:00Z,20,28
22300706,98,2024-02-04T23:00:00Z,27,2
22300707,98,2024-02-04T23:00:00Z,18,30
22300708,98,2024-02-04T23:00:00Z,10,12
22300709,98,2024-02-05T00:00:00Z,9,14
22300710,98,2024-02-05T00:00:00Z,25,24
22300711,98,2024-02-05T01:00:00Z,13,26
22300712,98,2024-02-05T01:30:00Z,21,7
22300713,99,2024-02-06T00:00:00Z,11,30
22300714,99,2024-02-06T00:00:00Z,22,3
22300715,99,2024-02-06T00:00:00Z,6,19
22300716,99,2024-02-06T00:30:00Z,10,1
22300717,99,2024-02-06T00:30:00Z,8,15
22300718,99,2024-02-06T01:00:00Z,25,4
22300719,100,2024-02-07T00:00:00Z,9,18
22300720,100,2024-02-07T00:30:00Z,6,15
22300721,100,2024-02-07T00:30:00Z,17,12
22300722,100,2024-02-07T00:30:00Z,27,16
22300723,100,2024-02-07T01:00:00Z,14,5
22300724,100,2024-02-07T02:00:00Z,24,26
22300725,100,2024-02-07T03:00:00Z,13,20
22300726,101,2024-02-08T00:00:00Z,25,30
22300727,101,2024-02-08T00:00:00Z,8,19
22300728,101,2024-02-08T00:00:00Z,3,28
22300729,101,2024-02-08T00:30:00Z,1,2
22300730,101,2024-02-08T00:30:00Z,23,12
22300731,101,2024-02-08T03:00:00Z,4,10
22300732,101,2024-02-08T03:00:00Z,29,22
22300733,102,2024-02-09T00:00:00Z,8,18
22300734,102,2024-02-09T00:00:00Z,23,17
22300735,102,2024-02-09T00:30:00Z,3,15
22300736,102,2024-02-09T00:30:00Z,6,16
22300737,102,2024-02-09T01:00:00Z,5,27
22300738,102,2024-02-09T01:00:00Z,14,13
22300739,102,2024-02-09T02:00:00Z,26,20
22300740,102,2024-02-09T03:00:00Z,7,11
22300741,102,2024-02-09T03:00:00Z,29,21
22300742,103,2024-02-10T00:00:00Z,1,19
22300743,103,2024-02-10T00:30:00Z,28,2
22300744,103,2024-02-10T00:30:00Z,9,25
22300745,103,2024-02-10T01:00:00Z,30,13
22300746,103,2024-02-10T03:00:00Z,7,22
22300747,103,2024-02-10T03:30:00Z,4,11
22300748,104,2024-02-10T20:00:00Z,24,6
22300749,104,2024-02-10T20:30:00Z,29,10
22300750,104,2024-02-10T23:00:00Z,23,15
22300751,104,2024-02-11T00:00:00Z,27,30
22300752,104,2024-02-11T00:00:00Z,5,17
22300753,104,2024-02-11T00:00:00Z,19,28
22300754,104,2024-02-11T00:30:00Z,9,1
22300755,104,2024-02-11T00:30:00Z,18,16
22300756,104,2024-02-11T00:30:00Z,3,25
22300757,104,2024-02-11T01:30:00Z,20,8
22300758,104,2024-02-11T03:00:00Z,4,21
22300759,105,2024-02-11T19:00:00Z,2,12
22300760,105,2024-02-11T20:00:00Z,22,24
22300761,106,2024-02-13T00:00:00Z,18,30
22300762,106,2024-02-13T00:00:00Z,19,3
22300763,106,2024-02-13T00:30:00Z,5,1
22300764,106,2024-02-13T00:30:00Z,23,25
22300765,106,2024-02-13T01:00:00Z,16,9
22300766,106,2024-02-13T01:00:00Z,4,27
22300767,106,2024-02-13T01:00:00Z,7,13
22300768,106,2024-02-13T01:30:00Z,28,6
22300769,106,2024-02-13T02:00:00Z,8,26
22300770,106,2024-02-13T03:30:00Z,14,10
22300771,107,2024-02-14T00:30:00Z,2,15
22300772,107,2024-02-14T00:30:00Z,24,17
22300773,107,2024-02-14T01:00:00Z,12,13
22300774,107,2024-02-14T03:00:00Z,22,20
22300775,107,2024-02-14T03:00:00Z,14,21
22300776,107,2024-02-14T03:30:00Z,29,11
22300777,108,2024-02-15T00:00:00Z,1,30
22300778,108,2024-02-15T00:00:00Z,16,17
22300779,108,2024-02-15T00:00:00Z,12,19
22300780,108,2024-02-15T00:30:00Z,15,2
22300781,108,2024-02-15T00:30:00Z,5,3
22300782,108,2024-02-15T00:30:00Z,18,25
22300783,108,2024-02-15T01:00:00Z,9,27
22300784,108,2024-02-15T01:00:00Z,28,4
22300785,108,2024-02-15T01:30:00Z,23,6
22300786,108,2024-02-15T02:00:00Z,22,7
22300787,108,2024-02-15T02:00:00Z,29,20
22300788,108,2024-02-15T02:00:00Z,11,26
22300789,108,2024-02-15T03:00:00Z,10,8
22300790,109,2024-02-16T01:30:00Z,13,27
22300791,109,2024-02-16T03:00:00Z,14,21
22300792,110,2024-02-23T00:00:00Z,17,3
22300793,110,2024-02-23T00:00:00Z,29,18
22300794,110,2024-02-23T00:00:00Z,16,19
22300795,110,2024-02-23T00:00:00Z,15,25
22300796,110,2024-02-23T00:30:00Z,20,6
22300797,110,2024-02-23T01:00:00Z,2,5
22300798,110,2024-02-23T01:00:00Z,9,4
22300799,110,2024-02-23T01:00:00Z,10,24
22300800,110,2024-02-23T02:00:00Z,28,7
22300801,110,2024-02-23T02:00:00Z,30,26
22300802,110,2024-02-23T03:00:00Z,11,8
22300803,110,2024-02-23T03:00:00Z,23,22
22300804,111,2024-02-24T00:30:00Z,25,1
22300805,111,2024-02-24T00:30:00Z,3,19
22300806,111,2024-02-24T01:00:00Z,20,9
22300807,111,2024-02-24T01:00:00Z,10,27
22300808,111,2024-02-24T01:00:00Z,13,14
22300809,111,2024-02-24T01:00:00Z,28,24
22300811,111,2024-02-24T03:00:00Z,30,8
22300810,111,2024-02-24T03:00:00Z,12,4
22300812,111,2024-02-24T03:00:00Z,7,21
22300813,111,2024-02-24T03:30:00Z,23,11
22300814,112,2024-02-25T01:00:00Z,17,29
22300815,112,2024-02-25T01:00:00Z,15,14
22300816,112,2024-02-25T01:30:00Z,2,16
22300817,113,2024-02-25T18:00:00Z,13,19
22300818,113,2024-02-25T20:30:00Z,11,20
22300819,113,2024-02-25T22:00:00Z,6,18
22300820,113,2024-02-25T23:00:00Z,3,28
22300821,113,2024-02-26T00:00:00Z,17,1
22300824,113,2024-02-26T00:00:00Z,7,8
22300822,113,2024-02-26T00:00:00Z,24,9
22300823,113,2024-02-26T00:00:00Z,5,4
22300825,113,2024-02-26T01:00:00Z,23,26
22300826,113,2024-02-26T02:00:00Z,30,21
22300827,113,2024-02-26T02:30:00Z,22,10
22300829,114,2024-02-27T00:00:00Z,25,18
22300828,114,2024-02-27T00:30:00Z,29,16
22300830,114,2024-02-27T01:00:00Z,15,27
22300831,114,2024-02-27T03:00:00Z,12,22
22300832,115,2024-02-28T00:00:00Z,6,3
22300833,115,2024-02-28T00:00:00Z,15,17
22300834,115,2024-02-28T00:00:00Z,8,28
22300835,115,2024-02-28T00:30:00Z,26,1
22300836,115,2024-02-28T00:30:00Z,19,2
22300838,115,2024-02-28T00:30:00Z,23,14
22300837,115,2024-02-28T00:30:00Z,4,16
22300839,115,2024-02-28T01:00:00Z,29,5
22300840,115,2024-02-28T01:00:00Z,30,13
22300841,115,2024-02-28T01:00:00Z,9,24
22300842,115,2024-02-28T03:00:00Z,12,21
22300843,116,2024-02-29T00:00:00Z,4,18
22300845,116,2024-02-29T00:30:00Z,27,14
22300844,116,2024-02-29T00:30:00Z,6,25
22300846,116,2024-02-29T01:00:00Z,3,5
22300847,116,2024-02-29T02:00:00Z,22,7
22300848,116,2024-02-29T03:00:00Z,11,10
22300849,117,2024-03-01T00:00:00Z,13,30
22300850,117,2024-03-01T00:00:00Z,26,17
22300851,117,2024-03-01T00:30:00Z,1,15
22300852,117,2024-03-01T00:30:00Z,8,16
22300853,117,2024-03-01T01:30:00Z,24,23
22300854,117,2024-03-01T02:00:00Z,9,20
22300855,117,2024-03-01T03:00:00Z,12,7
22300856,117,2024-03-01T03:30:00Z,28,11
22300857,118,2024-03-02T00:00:00Z,3,29
22300858,118,2024-03-02T00:00:00Z,30,19
22300859,118,2024-03-02T00:30:00Z,6,2
22300860,118,2024-03-02T00:30:00Z,8,25
22300861,118,2024-03-02T01:00:00Z,21,27
22300862,118,2024-03-02T01:00:00Z,22,14
22300863,118,2024-03-02T01:00:00Z,18,4
22300864,118,2024-03-02T03:00:00Z,13,5
22300865,118,2024-03-02T03:30:00Z,28,10
22300866,119,2024-03-02T20:00:00Z,1,15
22300867,119,2024-03-02T22:00:00Z,26,12
22300868,119,2024-03-03T01:00:00Z,21,27
22300869,119,2024-03-03T01:30:00Z,7,11
22300870,119,2024-03-03T02:00:00Z,9,20
22300871,120,2024-03-03T18:00:00Z,19,6
22300872,120,2024-03-03T20:30:00Z,8,2
22300873,120,2024-03-03T20:30:00Z,10,14
22300874,120,2024-03-03T23:00:00Z,29,17
22300875,120,2024-03-03T23:00:00Z,30,25
22300876,120,2024-03-04T00:00:00Z,16,3
22300877,120,2024-03-04T00:00:00Z,18,23
22300878,120,2024-03-04T02:30:00Z,24,20
22300879,121,2024-03-05T00:30:00Z,27,15
22300880,121,2024-03-05T01:00:00Z,10,13
22300881,121,2024-03-05T01:00:00Z,21,14
22300882,121,2024-03-05T02:00:00Z,28,26
22300883,121,2024-03-05T03:00:00Z,5,22
22300884,121,2024-03-05T03:30:00Z,24,11
22300885,122,2024-03-06T00:00:00Z,17,30
22300886,122,2024-03-06T00:00:00Z,2,3
22300887,122,2024-03-06T00:30:00Z,19,15
22300888,122,2024-03-06T00:30:00Z,29,12
22300889,122,2024-03-06T00:30:00Z,1,16
22300890,122,2024-03-06T00:30:00Z,4,25
22300891,122,2024-03-06T01:00:00Z,23,9
22300892,122,2024-03-06T01:30:00Z,18,6
22300893,122,2024-03-06T03:00:00Z,20,7
22300894,123,2024-03-07T00:00:00Z,17,28
22300895,123,2024-03-07T00:30:00Z,3,1
22300896,123,2024-03-07T00:30:00Z,27,19
22300897,123,2024-03-07T01:00:00Z,10,9
22300898,123,2024-03-07T02:00:00Z,5,26
22300899,123,2024-03-07T03:00:00Z,13,8
22300900,123,2024-03-07T03:00:00Z,24,21
22300901,123,2024-03-07T03:30:00Z,22,11
22300902,124,2024-03-08T00:00:00Z,15,29
22300903,124,2024-03-08T00:00:00Z,14,18
22300904,124,2024-03-08T00:30:00Z,12,6
22300905,124,2024-03-08T02:00:00Z,25,20
22300906,124,2024-03-08T03:00:00Z,2,7
22300907,124,2024-03-08T03:00:00Z,5,8
22300908,124,2024-03-08T03:00:00Z,23,22
22300909,125,2024-03-09T00:00:00Z,4,19
22300910,125,2024-03-09T00:00:00Z,30,28
22300911,125,2024-03-09T00:30:00Z,14,3
22300913,125,2024-03-09T00:30:00Z,1,27
22300912,125,2024-03-09T00:30:00Z,17,16
22300914,125,2024-03-09T01:00:00Z,12,24
22300915,125,2024-03-09T03:00:00Z,13,11
22300916,125,2024-03-09T03:00:00Z,9,21
22300917,126,2024-03-09T21:00:00Z,5,10
22300918,126,2024-03-10T00:00:00Z,15,30
22300919,126,2024-03-10T00:00:00Z,6,29
22300921,126,2024-03-10T01:30:00Z,23,8
22300920,126,2024-03-10T01:30:00Z,2,20
22300922,126,2024-03-10T03:00:00Z,26,7
22300923,126,2024-03-10T03:00:00Z,25,21
22300924,127,2024-03-10T19:00:00Z,13,10
22300925,127,2024-03-10T22:00:00Z,4,1
22300926,127,2024-03-10T22:00:00Z,28,12
22300927,127,2024-03-10T22:00:00Z,19,16
22300928,127,2024-03-10T22:00:00Z,18,17
22300929,127,2024-03-10T22:00:00Z,9,22
22300930,127,2024-03-10T23:00:00Z,15,3
22300931,127,2024-03-10T23:00:00Z,27,24
22300932,127,2024-03-11T01:30:00Z,14,11
22300933,128,2024-03-11T23:00:00Z,30,29
22300934,128,2024-03-11T23:30:00Z,20,3
22300935,128,2024-03-12T00:00:00Z,6,5
22300936,128,2024-03-12T00:00:00Z,8,23
22300937,128,2024-03-12T01:00:00Z,25,7
22300938,128,2024-03-12T02:30:00Z,2,21
22300939,129,2024-03-12T23:30:00Z,19,16
22300940,129,2024-03-13T00:00:00Z,28,27
22300941,129,2024-03-13T00:00:00Z,18,24
22300942,129,2024-03-13T00:30:00Z,9,23
22300943,129,2024-03-13T01:00:00Z,2,26
22300944,129,2024-03-13T02:00:00Z,14,10
22300945,129,2024-03-13T02:00:00Z,13,22
22300946,130,2024-03-13T23:00:00Z,25,29
22300947,130,2024-03-13T23:00:00Z,15,17
22300948,130,2024-03-13T23:30:00Z,5,18
22300949,130,2024-03-13T23:30:00Z,7,12
22300950,130,2024-03-14T00:00:00Z,30,27
22300951,130,2024-03-14T00:00:00Z,3,4
22300952,130,2024-03-14T00:30:00Z,8,6
22300953,130,2024-03-14T02:00:00Z,1,21
22300954,130,2024-03-14T02:00:00Z,11,22
